timesincestart,date,treatment,mean.rich,se.rich,mean.shann.i,se.shann.i,mean.shann.a,se.shann.a
59.8571428571429,2020-06-04,WC,4.1,0.06882472016116853,0.3987269047049293,0.03264190795585422,0,0
59.8571428571429,2020-06-04,WW,4.04,0.07023769168568492,0.4857929897489805,0.042116813334039965,0,0
64.8571428571429,2020-07-09,CC,4.954545454545454,0.12269119238760508,0.5771617834975418,0.03932481700088569,0,0
64.8571428571429,2020-07-09,CW,4.473684210526316,0.14035087719298245,0.6249622482714499,0.05486705838272323,0,0
64.8571428571429,2020-07-09,WC,4.4,0.11239029738980327,0.5241227931272328,0.033228536150896645,0,0
64.8571428571429,2020-07-09,WW,3.96,0.07023769168568492,0.4603285635917215,0.04841339569171476,0,0
70.7142857142857,2020-08-19,CC,5,0.19518001458970663,0.6736174748281135,0.04097480787305529,0,0
70.7142857142857,2020-08-19,CW,4.444444444444445,0.18474894150460877,0.5845754050752828,0.06380791254263066,0,0
70.7142857142857,2020-08-19,WC,4.75,0.1758438302346117,0.6104255480323625,0.0443289913453121,0,0
70.7142857142857,2020-08-19,WW,3.96,0.16812693617224655,0.41781954561354884,0.0669319298625645,0,0
74.4285714285714,2020-09-14,CC,7.190476190476191,0.17753668459340236,1.1980450722821863,0.046228066696647994,0,0
74.4285714285714,2020-09-14,CW,6.444444444444445,0.245511633607751,1.0924681773472371,0.05349455534824077,0,0
74.4285714285714,2020-09-14,WC,6.8,0.26754242162397546,0.999514607564381,0.04723758450354686,0,0
74.4285714285714,2020-09-14,WW,5.76,0.2181742422927143,0.8820810784612839,0.06016170436135811,0,0
87,2020-12-11,CC,9.75,0.3916747259003201,1.1364792256014857,0.05592894022078141,0.24328490617546278,0.10006443354199894
87,2020-12-11,CW,8.625,0.5324304112812704,1.1578611144039392,0.10792304580257885,0.27322963482571483,0.13360762536625184
87,2020-12-11,WC,8.818181818181818,0.40041300991900436,0.9928690008195955,0.07151488440777404,0.1973799082700256,0.07622230720002657
87,2020-12-11,WW,6.1875,0.33189795118379384,0.7639852048237731,0.08425762123009163,0.14376234804093072,0.06847429818068251
97.7142857142857,2021-02-24,CC,7.5,0.8747293953855187,0.9718775279769323,0.11602357268548398,0.200177809971639,0.10692530538114525
97.7142857142857,2021-02-24,CW,5.75,0.8398554297360605,0.7150252658854486,0.17982669081186609,0.14322885645559474,0.07345666320715251
97.7142857142857,2021-02-24,WC,6.818181818181818,0.6851434065969735,0.6386024199297653,0.16350886282922483,0.4322460291580181,0.1254749459372705
97.7142857142857,2021-02-24,WW,4.25,0.39264063297965823,0.33555208826384453,0.10561895645930353,0.10243389482058772,0.06558211424577794
