tile_id,survey_no,block,original_herb_trt,angle,new_compass,shore_level,treatment,trt_y1,trt_y2,notes
28,15,B,"lsi, ld",14,61,2.543,WW,W,W,NA
30,15,B,"lsc, lsi, ld, lpd",7,58,2.543,WW,W,W,NA
32,15,B,lsi,13,60,2.543,CW,C,W,NA
36,15,C,"lsc, ld",11,55,2.551,WC,W,C,NA
41,15,C,"lsi, ld",18,65,2.551,CC,C,C,NA
42,15,C,"lsc, lsi, ld, lpd",16,66,2.551,WW,W,W,NA
43,15,C,NA,14,70,2.551,WW,W,W,NA
44,15,C,"lsi, lpd",9,65,2.551,WW,W,W,NA
46,15,C,"lsc, lpd",15,67,2.551,CW,C,W,NA
49,15,D,"lsi, ld",20,55,2.383,CC,C,C,NA
50,15,D,NA,13,52,2.383,CC,C,C,NA
56,15,D,"lsi, ld",11,73,2.383,WW,W,W,NA
57,15,D,NA,19,74,2.383,WC,W,C,NA
60,15,D,ld,10,77,2.383,WC,W,C,NA
53,15,D,ld,25,42,2.383,CC,C,C,NA
68,15,E,NA,16,125,2.242,WC,W,C,NA
70,15,E,lpd,18,103,2.242,WW,W,W,NA
73,15,E,ld,14,110,2.242,CC,C,C,NA
74,15,E,"lsc, lpd",16,113,2.242,CC,C,C,NA
75,15,E,"lsi, lpd",14,115,2.242,WC,W,C,NA
76,15,E,lsi,13,100,2.242,CW,C,W,NA
77,15,E,"lsi, lpd",13,95,2.242,CW,C,W,NA
79,15,E,"lsc, lsi, ld, lpd",20,85,2.242,WW,W,W,NA
81,15,F,lsi,15,112,2.148,WW,W,W,NA
83,15,F,ld,18,125,2.148,CW,C,W,NA
85,15,F,ld,19,118,2.148,WC,W,C,NA
86,15,F,"lsc, lpd",18,115,2.148,WC,W,C,NA
88,15,F,"lsi, ld",22,115,2.148,WW,W,W,NA
91,15,F,"lsi, lpd",25,117,2.148,CC,C,C,NA
92,15,F,"lsc, ld",27,115,2.148,CC,C,C,NA
93,15,F,"lsc, lsi, ld, lpd",30,125,2.148,WW,W,W,NA
96,15,F,"lsi, lpd",26,115,2.148,WW,W,W,NA
